enterprise_id,nic2_division,byproduct_name,waste_ratio_pct,qty_annual_tonnes_estimated,unit,district,source_citation
KA-ENT-000443,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000443,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000444,16,Sawdust,25.0,25.0,tonnes/year,GADAG,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000444,16,Wood Bark,12.0,12.0,tonnes/year,GADAG,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000444,16,Wood Offcuts,24.0,24.0,tonnes/year,GADAG,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000445,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,DAKSHIN KANNAD,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000445,25,Machining Swarf,12.0,12.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000445,25,Mill Scale,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000446,10,Rice Husk,20.0,20.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000446,10,Rice Bran,10.0,10.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000447,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000447,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000447,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000448,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,TUMAKURU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000448,23,Kiln Fly Ash,3.0,3.0,tonnes/year,TUMAKURU,GIZ Clean Brick Kiln Report
KA-ENT-000449,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000449,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000450,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000450,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000451,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000451,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000452,10,Rice Husk,20.0,20.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000452,10,Rice Bran,10.0,10.0,tonnes/year,KALABURAGI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000453,10,Rice Husk,20.0,20.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000453,10,Rice Bran,10.0,10.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000454,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,DHARWAD,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000454,23,Kiln Fly Ash,3.0,3.0,tonnes/year,DHARWAD,GIZ Clean Brick Kiln Report
KA-ENT-000455,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000455,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000456,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000456,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000457,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000457,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000458,10,Rice Husk,20.0,20.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000458,10,Rice Bran,10.0,10.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000459,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,DAVANGERE,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000459,23,Kiln Fly Ash,3.0,3.0,tonnes/year,DAVANGERE,GIZ Clean Brick Kiln Report
KA-ENT-000460,10,Rice Husk,20.0,20.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000460,10,Rice Bran,10.0,10.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000461,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,UTTAR KANNAD,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000461,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,UTTAR KANNAD,FAO Agricultural Services Bulletin 136
KA-ENT-000462,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000462,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000462,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000463,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (RURAL),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000463,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (RURAL),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000463,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (RURAL),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000464,16,Sawdust,25.0,25.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000464,16,Wood Bark,12.0,12.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000464,16,Wood Offcuts,24.0,24.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000465,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000465,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000466,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000466,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000466,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000467,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000467,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000467,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000468,10,Rice Husk,20.0,20.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000468,10,Rice Bran,10.0,10.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000469,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000469,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000470,10,Rice Husk,20.0,20.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000470,10,Rice Bran,10.0,10.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000471,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000471,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000472,10,Rice Husk,20.0,20.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000472,10,Rice Bran,10.0,10.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000473,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000473,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000474,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000474,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000474,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000475,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000475,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000476,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000476,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000477,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000477,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000478,10,Rice Husk,20.0,20.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000478,10,Rice Bran,10.0,10.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000479,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000479,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-000480,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000480,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000481,16,Sawdust,25.0,25.0,tonnes/year,VIJAYAPURA,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000481,16,Wood Bark,12.0,12.0,tonnes/year,VIJAYAPURA,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000481,16,Wood Offcuts,24.0,24.0,tonnes/year,VIJAYAPURA,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000482,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000482,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000483,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,VIJAYAPURA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000483,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,VIJAYAPURA,FAO Agricultural Services Bulletin 136
KA-ENT-000484,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000484,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000485,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000485,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000485,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000486,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000486,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000486,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000487,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000487,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000488,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000488,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000489,10,Rice Husk,20.0,20.0,tonnes/year,GADAG,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000489,10,Rice Bran,10.0,10.0,tonnes/year,GADAG,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000490,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000490,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-000491,16,Sawdust,25.0,25.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000491,16,Wood Bark,12.0,12.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000491,16,Wood Offcuts,24.0,24.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000492,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000492,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000492,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000493,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000493,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000494,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000494,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-000495,10,Rice Husk,20.0,20.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000495,10,Rice Bran,10.0,10.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000496,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,CHIKKAMAGALURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000496,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,CHIKKAMAGALURU,FAO Agricultural Services Bulletin 136
KA-ENT-000497,16,Sawdust,25.0,25.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000497,16,Wood Bark,12.0,12.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000497,16,Wood Offcuts,24.0,24.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000498,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000498,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000499,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000499,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000500,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,DAVANGERE,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000500,25,Machining Swarf,12.0,12.0,tonnes/year,DAVANGERE,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000500,25,Mill Scale,10.0,10.0,tonnes/year,DAVANGERE,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000501,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000501,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000501,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000502,10,Rice Husk,20.0,20.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000502,10,Rice Bran,10.0,10.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000503,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MYSURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000503,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MYSURU,FAO Agricultural Services Bulletin 136
KA-ENT-000504,16,Sawdust,25.0,25.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000504,16,Wood Bark,12.0,12.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000504,16,Wood Offcuts,24.0,24.0,tonnes/year,MYSURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-000505,10,Rice Husk,20.0,20.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000505,10,Rice Bran,10.0,10.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000506,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,HASSAN,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000506,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,HASSAN,FAO Agricultural Services Bulletin 136
KA-ENT-000507,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000507,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-000508,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000508,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000509,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000509,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000510,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000510,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000511,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-000511,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-000512,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000512,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000513,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000513,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000514,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000514,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000514,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000515,10,Rice Husk,20.0,20.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000515,10,Rice Bran,10.0,10.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000516,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000516,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000517,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-000517,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000517,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-000518,10,Rice Husk,20.0,20.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000518,10,Rice Bran,10.0,10.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000519,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000519,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000520,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000520,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000521,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000521,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000522,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000522,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000523,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,DAKSHIN KANNAD,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000523,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,DAKSHIN KANNAD,FAO Agricultural Services Bulletin 136
KA-ENT-000524,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000524,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-000525,10,Rice Husk,20.0,20.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000525,10,Rice Bran,10.0,10.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-000526,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000526,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-000527,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-000527,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
