enterprise_id,enterprise_name,district,district_hq_lat,district_hq_lon,pincode,nic5_code,nic2_division,nic_description,registration_date,communication_address
KA-ENT-001035,,BENGALURU (URBAN),12.9716,77.5946,562123.0,13139,13,Other activities relating to finishing of textile n.e.c.,05/11/2020,"17, KEMPAIAH BUILDING, CHIKKABANAVARA ROAD, 17, 4, BANGALORE"
KA-ENT-001036,,BENGALURU (URBAN),12.9716,77.5946,560068.0,10504,10,"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.",19/07/2021,"No. 10, F2, old mangammanapalya rd, No. 10, 4th cross, Bangalore"
KA-ENT-001037,,SHIVAMOGGA,13.9299,75.5681,577205.0,16222,16,"Manufacture of prefabricated buildings, or elements thereof, predominantly of wood",11/08/2021,"# 153, 153, 7th cross, # 153, Tippu Nagar left side, shimga"
KA-ENT-001038,,BENGALURU (URBAN),12.9716,77.5946,560053.0,10719,10,Manufacture of other bakery products n.e.c.,02/09/2020,"No 15, ., Rangaswamy Temple Street, No 15, 2nd Cross,, bangalore"
KA-ENT-001039,,BENGALURU (URBAN),12.9716,77.5946,560060.0,25999,25,Manufacture of other fabricated metal products n.e.c.,02/09/2020,"# A-24, 6TH  CROSS, BANGALORE NORTH, # A-24, MANGANAHALLI, BANGALORE"
KA-ENT-001040,,MYSURU,12.2958,76.6394,570009.0,13929,13,"Manufacture of other made-up textile articles, except apparel n.e.c.",25/02/2021,"#766/A, 4th stage T k layout, 9 th cross 4 th stage Tk Layou, #766/A, 9 th cross 4 th stage Tk Layou, Mysore"
KA-ENT-001041,,BENGALURU (URBAN),12.9716,77.5946,560105.0,25996,25,"Manufacture of reinforced safes, vaults, strongroom doors, gates and metal goods for office use (other than office furniture) and other purposes",27/01/2021,"Sy. No. 10018/2, CLASSIC AL METAL INDUSTRIES, Anekal Taluk, Sy. No. 10018/2, Jigani Hobli, Bengaluru"
KA-ENT-001042,,BENGALURU (URBAN),12.9716,77.5946,562106.0,10403,10,Manufacture of edible animal oils and fats,26/07/2021,"#, Hall of Oil Industries, Anekal, #, Anekal Taluk, Bengaluru"
KA-ENT-001043,,BENGALURU (URBAN),12.9716,77.5946,560091.0,10796,10,"Manufacture of papads, appalam and similar food products",26/07/2021,"No.74, Ajji Mane, Muddinapalya, No.74, Muddinapalya, Bengaluru"
KA-ENT-001044,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",06/11/2020,"0, 0, DODDABALLAPUR, 0, KARENAHALLI, DODDABALLAPUR"
KA-ENT-001045,,GADAG,15.43,75.62,582101.0,13991,13,Embroidery work and making of laces and fringes,10/05/2021,"PARSHAVANATH ROAD, CHANDAPPANAVAR ONI, PARSHAVANATH ROAD, PARSHAVANATH ROAD, GADAG, GADAG"
KA-ENT-001046,,BELAGAVI,15.8497,74.4977,591317.0,25999,25,Manufacture of other fabricated metal products n.e.c.,19/02/2022,"#, MEKHALI, MEKHALI, #, MEKHALI, RAIBAG"
KA-ENT-001047,,MYSURU,12.2958,76.6394,571189.0,23921,23,Manufacture of bricks,21/02/2022,"1, 0, Gaddige main road, 1, 1, Hunsur"
KA-ENT-001048,,UDUPI,13.3409,74.7421,576218.0,10209,10,"Production, processing and preservation of other fish products n.e.c.",03/11/2020,"BUNDER ROAD, M/S YASHASWINI FISHERIES, BUNDER ROAD, BUNDER ROAD, HANGARKATTA, SASTHANA"
KA-ENT-001049,,BENGALURU (URBAN),12.9716,77.5946,560062.0,25999,25,Manufacture of other fabricated metal products n.e.c.,04/05/2021,"No 38, Ground Floor, Kanakapura Main Road, No 38, Yelachenahalli, Bangalore"
KA-ENT-001050,,MYSURU,12.2958,76.6394,570008.0,23929,23,Manufacture of other clay building materials,04/05/2021,"218, GROUND FLOOR, J P NAGAR, 218, D BLOCK, MYSORE"
KA-ENT-001051,,UTTAR KANNAD,14.8013,74.1288,581353.0,10203,10,Radiation preservation of fish and similar food,04/02/2021,"1085, VIDYANAGAR, MANJAGUNI, MANJAGUNI, 1085, MANJAGUNI, ANKOLA"
KA-ENT-001052,,BENGALURU (URBAN),12.9716,77.5946,560001.0,13131,13,Finishing of cotton and blended cotton textiles.,19/07/2020,"FLAT NO.4, ALCAZZAR APARTMENTS, OFF INFANTRY ROAD, FLAT NO.4, NO.11/1, BANGALORE"
KA-ENT-001053,,BENGALURU (URBAN),12.9716,77.5946,560023.0,10509,10,Manufacture of other dairy products n.e.c.,03/02/2021,"New 35/1 Old 84, Markandeshwara Nagar, 1st Main Road, New 35/1 Old 84, Gandhi Nagar, Bangalore"
KA-ENT-001054,,BELAGAVI,15.8497,74.4977,591127.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",03/02/2021,"585, GALIPETH, MANIHAL, 585, RAMADURG, MANIHAL"
KA-ENT-001055,,BENGALURU (URBAN),12.9716,77.5946,560083.0,13132,13,Finishing of silk and blended silk textiles.,26/07/2021,"8/4/28, 0M, WEAVERS COLONY, 8/4/28, 1, BENGALORE"
KA-ENT-001056,,VIJAYAPURA,16.8302,75.71,586127.0,10307,10,Canning of fruits and vegetables,26/07/2020,"shivarudra ingalagi., main bajar, near bus stand, shivarudra ingalagi., ward no2, mulasvalagi"
KA-ENT-001057,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",15/07/2021,"KURUBARAHALLI 2ND ST, KODIGEHALLI POST, KODIGEHALLI, KURUBARAHALLI 2ND ST, KURUBARAHALLI, DODDABALLAPUR"
KA-ENT-001058,,BENGALURU (RURAL),13.1986,77.7066,562123.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",15/07/2021,"NO 6794, YALLAMMANAGARA, NELAMANGALA, NO 6794, NELAMANGALA, BANGALORE RURAL DIST"
KA-ENT-001059,,BELAGAVI,15.8497,74.4977,590016.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",12/10/2021,"1ST CROSS, SUBHASH NAGAR, SUBHASH NAGAR, 1ST CROSS, SUBHASH NAGAR, BELAGAVI"
KA-ENT-001060,,VIJAYAPURA,16.8302,75.71,586101.0,23994,23,Manufacture of graphite products other than electrical articles,12/10/2021,"SHOP NO 29, M D BAGEWADI COMPLEX, K C MARKET, SHOP NO 29, WARD NO 1, Vijayapura"
KA-ENT-001061,,BENGALURU (URBAN),12.9716,77.5946,560039.0,10719,10,Manufacture of other bakery products n.e.c.,21/04/2022,"0, IYENGAR BAKERY, Near maduramma temple NAYANDAH, 0, 0, Bangalore"
KA-ENT-001062,,HASSAN,13.0068,76.1004,573121.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",21/04/2022,"NO 01, NEAR POLICE STATION, OLD MARKET ROAD, NO 01, GROUND FLOOR, HALEBEEDU"
KA-ENT-001063,,BELAGAVI,15.8497,74.4977,591114.0,16233,16,"Manufacture of market basketry, grain storage bins and similar products made of bamboo or reed",21/12/2021,"K CHANDARGI, K CHANDARGI, HULAKUND RAOD, K CHANDARGI, RAMDURG, RAMDURG"
KA-ENT-001064,,BENGALURU (URBAN),12.9716,77.5946,560085.0,10619,10,Other grain milling and processing n.e.c.,21/12/2021,"Shop no 2, No 37 7th cross, Kerepalya durganagara, Shop no 2, Hosakerehalli bsk 3rd stage, Bangalore"
KA-ENT-001065,,BELAGAVI,15.8497,74.4977,591216.0,13999,13,Manufacture of other textiles/textile products n.e.c.,21/09/2021,"1/129, MORE MALA, RANGOLI ROAD, 1/129, MANKAPUR, MANKAPUR"
KA-ENT-001066,,KALABURAGI,17.3297,76.82,585324.0,10611,10,Flour milling,21/09/2021,"AT GADIKESHWAR, GADIKESHWAR, GADIKESHWAR, AT GADIKESHWAR, GADIKESHWAR, GADIKESHWAR"
KA-ENT-001067,,BENGALURU (URBAN),12.9716,77.5946,560021.0,13112,13,Preparation and spinning of silk fiber including blended* silk,22/09/2021,"No 44, Ramakrishna Building, 2nd Main , 2nd Cross, No 44, Near Deveiah Park, Bangalore"
KA-ENT-001068,,TUMAKURU,13.3379,77.1173,572128.0,10619,10,Other grain milling and processing n.e.c.,10/12/2021,"PLOT NO. 83, KIADB INDUSTRIAL AREA,, ROAD NO. 1, PLOT NO. 83, II PHASE, TUMAKURU"
KA-ENT-001069,,BELAGAVI,15.8497,74.4977,591239.0,13139,13,Other activities relating to finishing of textile n.e.c.,08/02/2022,"467/A, MAIN ROAD, MARKET AREA, 467/A, 467/A, NEJ"
KA-ENT-001070,,DHARWAD,15.4589,75.0078,580025,13999,13,Manufacture of other textiles/textile products n.e.c.,29/09/2021,"Plot 9, DHARMADEVATHE INDUSTRIES, ., Plot 9, Amaragol, Hubballi"
KA-ENT-001071,,TUMAKURU,13.3379,77.1173,572227,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",29/09/2021,"SANTE MAIDANA, RENUKAPPANAVARA VATARA, BASAVESHWARA NAGARA, SANTE MAIDANA, K B CROSS ROAD, TURUVEKERE"
KA-ENT-001072,,HASSAN,13.0068,76.1004,573103.0,13935,13,"Manufacture of carpets, and other floor coverings made of jute, mesta and coir",16/02/2022,"Pl. NoSPL.34,35,33, Kalabyraveshwara Coir Industries, Arsikere, Pl. NoSPL.34,35,33, KSSIDC Industrial Estate,, Arsikere"
KA-ENT-001073,,BENGALURU (URBAN),12.9716,77.5946,560099.0,25999,25,Manufacture of other fabricated metal products n.e.c.,19/04/2022,"No. 54/A, Ground Floor, Bommasandra Ind Area Anekal Tq, No. 54/A, Kachanayakanahalli, Bengaluru"
KA-ENT-001074,,BENGALURU (URBAN),12.9716,77.5946,560091.0,25999,25,Manufacture of other fabricated metal products n.e.c.,19/04/2022,"SY NO.154, INDL. AREA, MAGADI ROAD, SY NO.154, MACHOHALLI GATE,, BENGALURU"
KA-ENT-001075,,CHIKKAMAGALURU,13.3161,75.772,577228.0,10502,10,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",20/12/2021,"Kodi camp, Kodi camp, Kodi camp, Kodi camp, Kodi camp, TARIKERE"
KA-ENT-001076,,GADAG,15.43,75.62,582115.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",19/04/2022,"396, Sri kalakaleshwar sarees, Ganji, 396, Nekar colony, Gajendragad"
KA-ENT-001077,,UDUPI,13.3409,74.7421,576115.0,16101,16,Sawing and planing of wood,18/02/2022,"DN-11-150-1, MAIN ROAD HOODE, NEAR SYNDICATE BANK, DN-11-150-1, PADUTHONSE, UDUPI"
KA-ENT-001078,,DAKSHIN KANNAD,12.9141,74.856,574239.0,10502,10,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",10/05/2021,"6-224, VINAYAKA COMPLEX, Car Street, 6-224, SULLIA, Sullia"
KA-ENT-001079,,RAICHUR,16.212,77.3439,584128.0,10791,10,Processing and blending of tea including manufacture of instant tea,10/05/2021,"Shop no 3, Sanadhina Complex, Sindhanoor, Shop no 3, A, Sindhanoor"
KA-ENT-001080,,YADGIR,16.7658,77.1381,585214.0,10612,10,Rice milling,14/07/2021,"3-24/1, PUTPAK, MAIN ROAD, 3-24/1, PUTPAK, YADGIR"
KA-ENT-001081,,BENGALURU (RURAL),13.1986,77.7066,560105.0,25939,25,"Manufacture of general hardware (saws and sawblades, including circular sawbl ades and chainsaw blades, moulding boxes, vices, clamps etc.)",24/01/2021,"NO.69/2, MALENALLASANDRA VILLAGE, MANTAPA PANCHAYATH, NO.69/2, MANTAPA PANCHAYATH, BAngalore"
KA-ENT-001082,,TUMAKURU,13.3379,77.1173,572106.0,23960,23,"Cutting, shaping and finishing of stone",14/07/2021,"Plot No 5A3-P1, KIADB Indl Area, 2nd Phase, Plot No 5A3-P1, 2nd Phase, Tumakuru"
KA-ENT-001083,,BENGALURU (URBAN),12.9716,77.5946,562106.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",26/07/2021,"#13/72, Suvarna Galli, Suvarna Galli, #13/72, #13/72, Bangalore"
KA-ENT-001084,,GADAG,15.43,75.62,582210.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",29/07/2020,"00, S/O HANAMANTAPPA ASUNDI, SHIGLI, 00, GANGADAHAR ONI, SHIGLI"
KA-ENT-001085,,BENGALURU (URBAN),12.9716,77.5946,560079.0,25932,25,Manufacture of hand tools (non-power-driven) for agricultural/horticulture/forestry,29/07/2020,"# 24, 11TH MAIN, MAGADI MAIN ROAD, # 24, KAMAKSHIPALYA, BANGALORE"
KA-ENT-001086,,BELAGAVI,15.8497,74.4977,591237.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",04/02/2021,"2231 RAVIWAR PETH, GANDHI CHOUK, NIPANI, 2231 RAVIWAR PETH, NIPANI, NIPANI"
KA-ENT-001087,,BENGALURU (URBAN),12.9716,77.5946,560084.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",23/07/2021,"43/1,5th main road, 4th cross,KEB road, KEB road, 43/1,5th main road, Kullappa circle, Bangalore"
KA-ENT-001088,,RAICHUR,16.212,77.3439,584170.0,23921,23,Manufacture of bricks,22/02/2022,"244, ali house, raichur, 244, 02, raichur"
KA-ENT-001089,,RAMANAGARA,12.7157,77.2819,562160.0,23960,23,"Cutting, shaping and finishing of stone",18/10/2021,"B/2/74/545/2, ALTAF NASIR GEMS & JEWELLERY, SIX Gate DAIRA, B/2/74/545/2, SIX GATE, CHANNAPATNA"
KA-ENT-001090,,BENGALURU (URBAN),12.9716,77.5946,560066.0,23960,23,"Cutting, shaping and finishing of stone",18/10/2021,"FLAT NO.207, PRESTIGE PALMS, ECC ROAD,, FLAT NO.207, B, BENGALURU"
KA-ENT-001091,,KALABURAGI,17.3297,76.82,585104.0,23960,23,"Cutting, shaping and finishing of stone",28/06/2022,"Second Phase, Belur j, Humnabad Road, Second Phase, Industrial Area, Kalaburagi"
KA-ENT-001092,,BENGALURU (URBAN),12.9716,77.5946,560027.0,13112,13,Preparation and spinning of silk fiber including blended* silk,03/11/2020,"3rd Floor, No.12/1, NARAYANA NILAYA, Sudhamanagar, 3rd Floor, No.12/1, 1st B cross, Bangalore"
KA-ENT-001093,,UTTAR KANNAD,14.8013,74.1288,581320.0,10794,10,Manufacture of malted foods including foods for infants and handicapped,23/07/2021,"000, YEALAVDIKAVOOR, BHATKAL, 000, BHATKAL, BHATKAL"
KA-ENT-001094,,HASSAN,13.0068,76.1004,573125.0,10101,10,"Mutton-slaughtering, preparation",23/07/2021,"3rd block, Rajeshwari building, Belur road, 3rd block, 3rd block, Arsikere"
KA-ENT-001095,,BELAGAVI,15.8497,74.4977,590016.0,25999,25,Manufacture of other fabricated metal products n.e.c.,31/10/2020,"SHOP AT, AZAD NAGAR, NH4, SHOP AT, WARD NO 52, BELAGAVI"
KA-ENT-001096,,BENGALURU (URBAN),12.9716,77.5946,560046.0,10105,10,"Preservation, Processing and canning of meat",31/10/2020,"NO. 2, VASANTHA, 4TH MAIN, NO. 2, NAGAR, BANGALORE"
KA-ENT-001097,,RAMANAGARA,12.7157,77.2819,562127.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",31/10/2020,"50, Motagondana halli, Magadi thalluk, 50, Soluru Hobli, Magadi"
KA-ENT-001098,,BELAGAVI,15.8497,74.4977,591302.0,23921,23,Manufacture of bricks,31/10/2020,"AT SY NO 12/4 14/15, TIVOLI, KHANAPUR-ANMOD ROAD, AT SY NO 12/4 14/15, POST: MANTURGA, TALUKA: KHANAPUR"
KA-ENT-001099,,BENGALURU (URBAN),12.9716,77.5946,560002.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",03/02/2021,"11, R.N.B MANSION, M.S.LANE, 11, GROUND FLOOR, BANGALORE"
KA-ENT-001100,,BAGALKOT,16.1833,75.7,587311.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",05/11/2020,"Ward No 15, Banahatti, Devara Dasimayya Colony, Ward No 15, Banahtti, Banahatti"
KA-ENT-001101,,CHIKBALLAPUR,13.4355,77.7315,562105.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",29/07/2020,"15/14, Mecca Mohala, behind filature quarters, 15/14, mecca mohala, sidlaghata"
KA-ENT-001102,,BELAGAVI,15.8497,74.4977,591127.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",05/02/2021,"778, BHIMAPPA CHINNAPPA GONABAL, MANIHAL, 778, RAMDURG, BELAGAVI"
KA-ENT-001103,,MYSURU,12.2958,76.6394,571121.0,13999,13,Manufacture of other textiles/textile products n.e.c.,05/02/2021,"HB ROAD, RAKSHITHA COMPLEX, HB MAIN ROAD, HB ROAD, WARD 1, SARAGUR"
KA-ENT-001104,,RAICHUR,16.212,77.3439,584103.0,10619,10,Other grain milling and processing n.e.c.,05/02/2021,"H.NO.1-4-1055/206, IDSMT LAYOUT, RADIO STATION ROAD, H.NO.1-4-1055/206, IDSMT, RAICHUR"
KA-ENT-001105,,TUMAKURU,13.3379,77.1173,572130.0,23921,23,Manufacture of bricks,20/12/2021,"THIMMEGOWDANAPALYA, GOWDAGERE  POST, KUNIGAL, THIMMEGOWDANAPALYA, KUNIGAL TALUK, KUNIGAL"
KA-ENT-001106,,BIDAR,17.9104,77.5199,585330.0,13999,13,Manufacture of other textiles/textile products n.e.c.,16/02/2022,"11-92/1, Zoha Building, Old NH 9 Road, 11-92/1, Old NH 9 Road, Humnabad"
KA-ENT-001107,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25999,25,Manufacture of other fabricated metal products n.e.c.,19/06/2022,"N/3/2, N MAHESH, 4TH CROSS, N/3/2, ., BENGALURU"
KA-ENT-001108,,BALLARI,15.1394,76.9214,583103,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",19/04/2021,"H NO 122 NEAR PIRILA, TEMPLE, BALLARI, H NO 122 NEAR PIRILA, BALLARI, BALLARI"
KA-ENT-001109,,BENGALURU (URBAN),12.9716,77.5946,560032.0,10502,10,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",17/02/2022,"GROUND FLOOR NO 34/1, S N MILK PARLOUR, V NAGENAHALLI, GROUND FLOOR NO 34/1, 34, BANGALORE URBAN"
KA-ENT-001110,,BAGALKOT,16.1833,75.7,587111.0,10611,10,Flour milling,17/02/2022,"Ground Floor, 149/1B, Yadahalli Building, Bagavati Road, Ground Floor, 149/1B, Bagalkote, Benakatti"
KA-ENT-001111,,CHIKKAMAGALURU,13.3161,75.772,577101.0,16101,16,Sawing and planing of wood,17/02/2022,"LIMRA WOODS, LIMRA WOODS, SHAZAL MASJID BEHIND UPPALLI, LIMRA WOODS, CHIKKMAGALURU, CHIKKAMGALURU"
KA-ENT-001112,,CHIKKAMAGALURU,13.3161,75.772,577139.0,10306,10,"Manufacture of pickles, chutney etc.",11/10/2021,"253, Bharathi Street, Bharathi Street, 253, Near Sri Sharadamba Temple, Sringeri"
KA-ENT-001113,,TUMAKURU,13.3379,77.1173,572201.0,13132,13,Finishing of silk and blended silk textiles.,11/10/2021,"NO.351, SAI BABA ROAD, SAI BABA ROAD, NO.351, TIPTUR, TIPTUR"
KA-ENT-001114,,UDUPI,13.3409,74.7421,576112.0,10612,10,Rice milling,11/10/2021,"2-55(2), Kelamane Vantyala, Vantyala, 2-55(2), Hebri, Udupi"
KA-ENT-001115,,BENGALURU (URBAN),12.9716,77.5946,562107.0,25999,25,Manufacture of other fabricated metal products n.e.c.,23/02/2021,"GROUND FLOOR, SY . NO .292/2,, ATTIBELE HOBLI, GROUND FLOOR, SARJAPUR ROAD, ANEKAL TALUK"
KA-ENT-001116,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25119,25,Manufacture of other structural metal products,29/08/2020,"No.26, A R Industries, Muneshwara Badavane, No.26, PSI Post, Bangalore"
KA-ENT-001117,,UDUPI,13.3409,74.7421,576108.0,10209,10,"Production, processing and preservation of other fish products n.e.c.",24/12/2021,"32-31, BEHIND SOWKAR BAR MALPE, BANDAR ROAD MALPE, 32-31, MALPE, UDUPI"
KA-ENT-001118,,BENGALURU (URBAN),12.9716,77.5946,560083.0,13139,13,Other activities relating to finishing of textile n.e.c.,20/12/2021,"294, BHUVI NILAYA, 6TH CROSS WEAVARS COLONY, 294, 6TH, BANGLORE"
KA-ENT-001119,,UDUPI,13.3409,74.7421,576213.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",20/12/2021,"3-31(B), HANDADY`, BRAHMAVARA, 3-31(B), BRAHMAVARA, BRAHMAVARA"
KA-ENT-001120,,VIJAYAPURA,16.8302,75.71,586104.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",19/07/2020,"GINNING FACTORY, ROAD NEAR KAMAT HOTEL, BIJAPUR, GINNING FACTORY, RAILWAY STATION, BIJAPUR"
KA-ENT-001121,,BELAGAVI,15.8497,74.4977,591246.0,25994,25,"Manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)",03/02/2021,"134/B, YAMAKANMARDI RC, BASSAPURI GALLI, 134/B, HUKKERI, BELGAUM"
KA-ENT-001122,,BENGALURU (URBAN),12.9716,77.5946,562106.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",20/07/2020,"177, KSRTC COLONY 3RD CROSS, HOSUR MAIN ROAD, 177, WARD 6, ANEKAL TOWN"
KA-ENT-001123,,CHIKBALLAPUR,13.4355,77.7315,562101.0,10101,10,"Mutton-slaughtering, preparation",22/07/2020,"-, Opposite Karnataka convention hall, -, -, sadhumatta circle, chickballapur"
KA-ENT-001124,,BELAGAVI,15.8497,74.4977,591103.0,23934,23,Manufacture of electrical insulators and insulating fittings of ceramics,22/07/2020,"H NO 447, ATTAR GALLI, BELGAUM, H NO 447, BELGAUM, BELGAUM"
KA-ENT-001125,,BENGALURU (URBAN),12.9716,77.5946,560043.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",22/07/2020,"510,5AC, , HRBR LAYOUT,, OUTER RING ROAD,, 510,5AC, 510,, Bangalore"
KA-ENT-001126,,BELAGAVI,15.8497,74.4977,590016.0,10307,10,Canning of fruits and vegetables,03/02/2021,"S NO 21 SY NO 1047/1, WHOLESALE FRUIT MARKET, KANBARGI ROAD, S NO 21 SY NO 1047/1, BESIDE PAI RESORT, BELAGAVI"
KA-ENT-001127,,BELAGAVI,15.8497,74.4977,591128.0,25111,25,"Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings",15/02/2022,"449, uchagaon cross, Rakaskop Road, 449, 449, Belagavi"
KA-ENT-001128,,MYSURU,12.2958,76.6394,570018.0,16212,16,Manufacture of particle board and fibreboard including densified wood,17/12/2021,"NO . 37, ARALIMARA ROAD, BELAVADI, NO . 37, HOOTAGALLI, MYSORE"
KA-ENT-001129,,BENGALURU (URBAN),12.9716,77.5946,560079.0,10616,10,Manufacture of cereal breakfast foods obtained by roasting or swelling cereal grains,07/10/2021,"NO-15/1, AGRAHARA, 14TH D CROSS, NO-15/1, VIJAYANAGARA, BANGALORE"
KA-ENT-001130,,BENGALURU (URBAN),12.9716,77.5946,560063.0,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",07/10/2021,"Canteen, Brindavan Group of Institutions, Yelahanka,, Canteen, Dwarakanagar, Bengaluru"
KA-ENT-001131,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",20/06/2022,"NO 2961, 25TH WARD, DODDABALLAPURA, NO 2961, DODDABALLAPUR, BANGALORE RURAL"
KA-ENT-001132,,BAGALKOT,16.1833,75.7,587154.0,16299,16,Manufacture of other wood products n.e.c.,04/11/2020,"01, MARUTI NAGAR, ALAMPUR PETH, 01, WARD NO 07, ILKAL"
KA-ENT-001133,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25920,25,Machining; treatment and coating of metals,07/05/2021,"SM 7 & 8, -, PEENYA INDUSTRIAL AREA, SM 7 & 8, 3RD STAGE, BENGALURU"
KA-ENT-001134,,HASSAN,13.0068,76.1004,573134.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",20/06/2022,"#272/2, NA, BALEGADDE, #272/2, HEMAVATHINAGARA, HASSAN"
KA-ENT-001135,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",15/02/2022,"NO 3759, RUDDARAIAH BUILDING, DODDABALLAPUR, NO 3759, DESHADAPETE, DODDABALLAPUR"
KA-ENT-001136,,BELAGAVI,15.8497,74.4977,591226.0,10611,10,Flour milling,16/04/2022,"216, Hanchinal kk, Belladh Bagewadi roaf, 216, Karagaon, Chikodi"
KA-ENT-001137,,BENGALURU (URBAN),12.9716,77.5946,560090.0,10613,10,Dal (pulses) milling,03/02/2021,"NO 9&10, P NARAYANASWAMY LAYOUT, PIPELINE ROAD, NO 9&10, PIPELINE ROAD, bangalore"
KA-ENT-001138,,BENGALURU (URBAN),12.9716,77.5946,560073.0,25999,25,Manufacture of other fabricated metal products n.e.c.,01/11/2020,"NO.266,SYNO.86/9, Chamundeshwari industries, ., NO.266,SYNO.86/9, DASANPURA HOBLI, Bengaluru"
KA-ENT-001139,,BALLARI,15.1394,76.9214,583115.0,10729,10,"Manufacture of sugar from other sources (juice of palm, suger beet etc.)",03/02/2021,"WARD NO 07, RAGHAVENDRA COLONY, RAGHAVENDRA COLONY, WARD NO 07, RAGHAVENDRA COLONY, BELLARY"
KA-ENT-001140,,BAGALKOT,16.1833,75.7,587125.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",03/02/2021,"ward no 4, ., ILKAL, ward no 4, HOSAPETH ONI, ILKAL"
KA-ENT-001141,,CHITRADURGA,14.2251,76.398,577501.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",20/04/2022,"H B BADAVANE, BUCHACHABORANAHATTY, GONUR POST, H B BADAVANE, BUCHACHABORANAHATTY, CHITRADURGA"
KA-ENT-001142,,BENGALURU (URBAN),12.9716,77.5946,560073.0,16221,16,"Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]",21/12/2021,"NO 20 14TH CROSS, 7TH MAIN ROAD, NAGASANDRA POST, NO 20 14TH CROSS, HAVANOOR BADAVANE, BANGALORE"
KA-ENT-001143,,MYSURU,12.2958,76.6394,570016.0,25111,25,"Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings",24/06/2022,"SY NO 128/1, HEBBAL INDUSTRIAL AREA, HEBBAL, SY NO 128/1, HEBBAL HOUSING AREA, MYSURU"
KA-ENT-001144,,MANDYA,12.5218,76.8951,571401.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",22/12/2021,"BELUGULI  VILLAGE, BELUGULI  VILLAGE, BELUGULI  VILLAGE, BELUGULI  VILLAGE, BELUGULI  VILLAGE, MANDYA"
